Antecedent,Consequent,Support,Confidence,Lift,Count
révolution alimentation,oiseau alimentation,0.0013554373892190595,0.16455696202531644,19.72832278481013,13
chez art & crafts,user art & crafts,0.0014597018037743718,0.15217391304347827,19.722972972972975,14
user art & crafts,chez art & crafts,0.0014597018037743718,0.1891891891891892,19.722972972972975,14
escalier pet care,envoyer pet care,0.001981023876550933,0.23750000000000002,19.468910256410258,19
envoyer pet care,escalier pet care,0.001981023876550933,0.16239316239316237,19.468910256410254,19
près alimentation,énergie alimentation,0.0015639662183296842,0.1630434782608696,19.305555555555557,15
énergie alimentation,près alimentation,0.0015639662183296842,0.18518518518518517,19.305555555555557,15
parce que accessoires,bataille accessoires,0.0014597018037743718,0.15053763440860216,19.250752688172042,14
bataille accessoires,parce que accessoires,0.0014597018037743718,0.18666666666666665,19.25075268817204,14
paquet alimentation,énergie alimentation,0.0012511729746637473,0.16216216216216217,19.2012012012012,12
énergie alimentation,paquet alimentation,0.0012511729746637473,0.14814814814814814,19.2012012012012,12
vide sacs & bagages,livrer sacs & bagages,0.0017724950474403086,0.19767441860465118,19.150458069062722,17
livrer sacs & bagages,vide sacs & bagages,0.0017724950474403086,0.1717171717171717,19.150458069062722,17
ton sports & loisirs,même sports & loisirs,0.001981023876550933,0.1792452830188679,19.10157232704402,19
même sports & loisirs,ton sports & loisirs,0.001981023876550933,0.21111111111111108,19.10157232704402,19
sol alimentation,près alimentation,0.0013554373892190595,0.18309859154929575,19.088028169014084,13
près alimentation,sol alimentation,0.0013554373892190595,0.14130434782608695,19.088028169014084,13
exprimer sports & loisirs,soulever sports & loisirs,0.001876759461995621,0.1875,18.929605263157896,18
soulever sports & loisirs,exprimer sports & loisirs,0.001876759461995621,0.18947368421052635,18.929605263157896,18
classe maison & jardin,depuis maison & jardin,0.001981023876550933,0.2,18.805882352941175,19
officier sacs & bagages,chaîne sacs & bagages,0.0014597018037743718,0.16470588235294117,18.805882352941175,14
chaîne sacs & bagages,officier sacs & bagages,0.0014597018037743718,0.16666666666666666,18.805882352941175,14
depuis maison & jardin,classe maison & jardin,0.001981023876550933,0.18627450980392155,18.805882352941175,19
fou auto & moto,violence auto & moto,0.0017724950474403086,0.16831683168316833,18.771241077596134,17
violence auto & moto,fou auto & moto,0.0017724950474403086,0.19767441860465118,18.771241077596134,17
entretenir bijoux,plaine bijoux,0.0012511729746637473,0.14457831325301207,18.738521654184307,12
plaine bijoux,entretenir bijoux,0.0012511729746637473,0.16216216216216217,18.738521654184307,12
fenêtre maison & jardin,alors maison & jardin,0.0014597018037743718,0.15217391304347827,18.711538461538463,14
alors maison & jardin,fenêtre maison & jardin,0.0014597018037743718,0.1794871794871795,18.711538461538463,14
chant accessoires,hiver accessoires,0.0013554373892190595,0.16455696202531644,18.567833209233058,13
hiver accessoires,chant accessoires,0.0013554373892190595,0.15294117647058822,18.567833209233058,13
trait auto & moto,intérêt auto & moto,0.0017724950474403086,0.1847826086956522,18.4609375,17
intérêt auto & moto,trait auto & moto,0.0017724950474403086,0.17708333333333331,18.4609375,17
sentir beauté & santé,souhaiter beauté & santé,0.00229381712021687,0.19819819819819817,18.455523484649696,22
souhaiter beauté & santé,sentir beauté & santé,0.00229381712021687,0.21359223300970873,18.455523484649696,22
sommet art & crafts,volonté art & crafts,0.0012511729746637473,0.1518987341772152,18.441275436628747,12
volonté art & crafts,sommet art & crafts,0.0012511729746637473,0.1518987341772152,18.441275436628747,12
de gaming,celui gaming,0.0025023459493274947,0.2142857142857143,18.35012755102041,24
celui gaming,de gaming,0.0025023459493274947,0.2142857142857143,18.35012755102041,24
assez accessoires,hiver accessoires,0.0016682306328849963,0.16,18.05364705882353,16
hiver accessoires,assez accessoires,0.0016682306328849963,0.18823529411764706,18.05364705882353,16
craindre sacs & bagages,réponse sacs & bagages,0.0014597018037743718,0.1728395061728395,18.01851851851852,14
réponse sacs & bagages,craindre sacs & bagages,0.0014597018037743718,0.15217391304347827,18.01851851851852,14
dégager accessoires,jusque accessoires,0.001146908560108435,0.12941176470588237,17.988235294117647,11
jusque accessoires,dégager accessoires,0.001146908560108435,0.15942028985507245,17.988235294117647,11
révolution alimentation,énergie alimentation,0.0012511729746637473,0.1518987341772152,17.985935302391,12
énergie alimentation,révolution alimentation,0.0012511729746637473,0.14814814814814814,17.985935302391,12
habiter alimentation,précis alimentation,0.0014597018037743718,0.16867469879518074,17.975100401606426,14
précis alimentation,habiter alimentation,0.0014597018037743718,0.15555555555555556,17.975100401606426,14
préférer sacs & bagages,payer sacs & bagages,0.0015639662183296842,0.1724137931034483,17.974137931034484,15
payer sacs & bagages,préférer sacs & bagages,0.0015639662183296842,0.1630434782608696,17.974137931034484,15
recherche sports & loisirs,même sports & loisirs,0.0016682306328849963,0.16842105263157894,17.948070175438595,16
même sports & loisirs,recherche sports & loisirs,0.0016682306328849963,0.17777777777777776,17.948070175438595,16
usage téléphonie,rire téléphonie,0.0016682306328849963,0.1702127659574468,17.93967734393266,16
rire téléphonie,usage téléphonie,0.0016682306328849963,0.1758241758241758,17.93967734393266,16
presque art & crafts,détacher art & crafts,0.0012511729746637473,0.15584415584415587,17.794063079777366,12
détacher art & crafts,presque art & crafts,0.0012511729746637473,0.14285714285714285,17.794063079777366,12
assister électronique,visite électronique,0.0012511729746637473,0.14814814814814814,17.761111111111113,12
visite électronique,assister électronique,0.0012511729746637473,0.15000000000000002,17.761111111111113,12
baisser alimentation,précis alimentation,0.0014597018037743718,0.16666666666666666,17.76111111111111,14
précis alimentation,baisser alimentation,0.0014597018037743718,0.15555555555555556,17.76111111111111,14
passage pet care,marche pet care,0.0020852882911062453,0.18691588785046728,17.749606736374574,20
marche pet care,passage pet care,0.0020852882911062453,0.198019801980198,17.74960673637457,20
chaud chaussettes & lingerie,personnage chaussettes & lingerie,0.0016682306328849963,0.1568627450980392,17.699653979238754,16
personnage chaussettes & lingerie,chaud chaussettes & lingerie,0.0016682306328849963,0.18823529411764706,17.699653979238754,16
coeur jouets & enfants,chute jouets & enfants,0.0017724950474403086,0.17708333333333331,17.691731770833332,17
chute jouets & enfants,coeur jouets & enfants,0.0017724950474403086,0.17708333333333331,17.691731770833332,17
baisser alimentation,sol alimentation,0.001146908560108435,0.13095238095238093,17.689637826961768,11
sol alimentation,baisser alimentation,0.001146908560108435,0.15492957746478872,17.689637826961768,11
fort téléphonie,veiller téléphonie,0.001876759461995621,0.20224719101123598,17.634116445352404,18
veiller téléphonie,fort téléphonie,0.001876759461995621,0.16363636363636366,17.634116445352404,18
réclamer accessoires,cour accessoires,0.0015639662183296842,0.16483516483516483,17.565934065934066,15
cour accessoires,réclamer accessoires,0.0015639662183296842,0.16666666666666666,17.565934065934066,15
tendre informatique,fauteuil informatique,0.0015639662183296842,0.1595744680851064,17.391803675048358,15
fauteuil informatique,tendre informatique,0.0015639662183296842,0.17045454545454547,17.391803675048358,15
jusque accessoires,plaine accessoires,0.001146908560108435,0.15942028985507245,17.375,11
plaine accessoires,jusque accessoires,0.001146908560108435,0.125,17.375,11
genre sacs & bagages,réponse sacs & bagages,0.0017724950474403086,0.16666666666666666,17.375,17
réponse sacs & bagages,genre sacs & bagages,0.0017724950474403086,0.1847826086956522,17.375,17
céder maison & jardin,sourire maison & jardin,0.0014597018037743718,0.16091954022988506,17.341340565672223,14
sourire maison & jardin,céder maison & jardin,0.0014597018037743718,0.15730337078651688,17.341340565672223,14
intérieur électronique,cuisine électronique,0.0014597018037743718,0.1842105263157895,17.321207430340557,14
cuisine électronique,intérieur électronique,0.0014597018037743718,0.1372549019607843,17.321207430340557,14
exprimer sports & loisirs,subir sports & loisirs,0.001981023876550933,0.19791666666666666,17.256534090909092,19
subir sports & loisirs,exprimer sports & loisirs,0.001981023876550933,0.17272727272727273,17.25653409090909,19
cuisine auto & moto,lui auto & moto,0.0016682306328849963,0.16,17.242247191011238,16
lui auto & moto,cuisine auto & moto,0.0016682306328849963,0.1797752808988764,17.242247191011234,16
parti sacs & bagages,heure sacs & bagages,0.0013554373892190595,0.13829787234042554,17.226167449571708,13
heure sacs & bagages,parti sacs & bagages,0.0013554373892190595,0.16883116883116883,17.226167449571705,13
qualité accessoires,parce que accessoires,0.0014597018037743718,0.16666666666666666,17.188172043010752,14
parce que accessoires,qualité accessoires,0.0014597018037743718,0.15053763440860216,17.188172043010752,14
subir électronique,théâtre électronique,0.0015639662183296842,0.1807228915662651,17.161517356554935,15
théâtre électronique,subir électronique,0.0015639662183296842,0.14851485148514854,17.161517356554935,15
libre art & crafts,livre art & crafts,0.0014597018037743718,0.15384615384615385,17.15742397137746,14
livre art & crafts,libre art & crafts,0.0014597018037743718,0.16279069767441862,17.15742397137746,14
alors maison & jardin,veille maison & jardin,0.0012511729746637473,0.15384615384615385,17.15742397137746,12
veille maison & jardin,alors maison & jardin,0.0012511729746637473,0.13953488372093026,17.15742397137746,12
toile électronique,mensonge électronique,0.0013554373892190595,0.16455696202531644,17.15506329113924,13
mensonge électronique,toile électronique,0.0013554373892190595,0.14130434782608695,17.15506329113924,13
pas mode & vêtements,douceur mode & vêtements,0.0012511729746637473,0.15000000000000002,17.126785714285717,12
douceur mode & vêtements,pas mode & vêtements,0.0012511729746637473,0.14285714285714285,17.126785714285713,12
goutte auto & moto,fou auto & moto,0.001876759461995621,0.18000000000000002,17.092871287128716,18
fou auto & moto,goutte auto & moto,0.001876759461995621,0.17821782178217824,17.092871287128716,18
faveur art & crafts,livre art & crafts,0.0015639662183296842,0.15306122448979595,17.069886093972478,15
livre art & crafts,faveur art & crafts,0.0015639662183296842,0.17441860465116282,17.069886093972478,15
promettre électronique,théâtre électronique,0.0014597018037743718,0.1794871794871795,17.044173648134045,14
théâtre électronique,promettre électronique,0.0014597018037743718,0.13861386138613863,17.044173648134045,14
membre auto & moto,petit auto & moto,0.0017724950474403086,0.18085106382978725,17.00531914893617,17
baisser alimentation,parent alimentation,0.0014597018037743718,0.16666666666666666,17.00531914893617,14
petit auto & moto,membre auto & moto,0.0017724950474403086,0.16666666666666666,17.00531914893617,17
parent alimentation,baisser alimentation,0.0014597018037743718,0.14893617021276595,17.00531914893617,14
titre maison & jardin,elle maison & jardin,0.0014597018037743718,0.15053763440860216,16.985958254269452,14
elle maison & jardin,titre maison & jardin,0.0014597018037743718,0.16470588235294117,16.98595825426945,14
violence auto & moto,trait auto & moto,0.0014597018037743718,0.16279069767441862,16.970930232558143,14
trait auto & moto,violence auto & moto,0.0014597018037743718,0.15217391304347827,16.970930232558143,14
valoir pet care,rare pet care,0.0014597018037743718,0.15555555555555556,16.953787878787878,14
rare pet care,valoir pet care,0.0014597018037743718,0.1590909090909091,16.953787878787878,14
race gaming,attacher gaming,0.001876759461995621,0.1730769230769231,16.938579277864996,18
attacher gaming,race gaming,0.001876759461995621,0.1836734693877551,16.938579277864996,18
résultat sports & loisirs,anglais sports & loisirs,0.0017724950474403086,0.18888888888888888,16.93115264797508,17
anglais sports & loisirs,résultat sports & loisirs,0.0017724950474403086,0.15887850467289721,16.93115264797508,17
gagner mode & vêtements,signifier mode & vêtements,0.0015639662183296842,0.14285714285714285,16.915343915343914,15
signifier mode & vêtements,gagner mode & vêtements,0.0015639662183296842,0.18518518518518517,16.915343915343914,15
choix sacs & bagages,craindre sacs & bagages,0.0013554373892190595,0.14285714285714285,16.915343915343914,13
craindre sacs & bagages,choix sacs & bagages,0.0013554373892190595,0.16049382716049382,16.915343915343914,13
hasard accessoires,réclamer accessoires,0.0016682306328849963,0.16,16.863296703296704,16
réclamer accessoires,hasard accessoires,0.0016682306328849963,0.1758241758241758,16.8632967032967,16
haut mode & vêtements,ignorer mode & vêtements,0.001876759461995621,0.1651376146788991,16.849307046652353,18
ignorer mode & vêtements,haut mode & vêtements,0.001876759461995621,0.19148936170212766,16.849307046652353,18
argent gaming,possible gaming,0.0017724950474403086,0.18085106382978725,16.84021896302417,17
possible gaming,argent gaming,0.0017724950474403086,0.1650485436893204,16.84021896302417,17
haute maison & jardin,nommer maison & jardin,0.0015639662183296842,0.1595744680851064,16.818447509936874,15
nommer maison & jardin,haute maison & jardin,0.0015639662183296842,0.16483516483516483,16.81844750993687,15
habitant accessoires,sourd accessoires,0.001876759461995621,0.1836734693877551,16.77725947521866,18
sourd accessoires,habitant accessoires,0.001876759461995621,0.17142857142857143,16.77725947521866,18
mourir chaussures,vif chaussures,0.001876759461995621,0.1836734693877551,16.77725947521866,18
vif chaussures,mourir chaussures,0.001876759461995621,0.17142857142857143,16.77725947521866,18
demande bijoux,oeuvre bijoux,0.0016682306328849963,0.17204301075268816,16.667318344737698,16
oeuvre bijoux,demande bijoux,0.0016682306328849963,0.1616161616161616,16.667318344737698,16
fine montres,capable montres,0.0020852882911062453,0.198019801980198,16.659718603439288,20
capable montres,fine montres,0.0020852882911062453,0.17543859649122803,16.659718603439288,20
franc auto & moto,intérêt auto & moto,0.0017724950474403086,0.16666666666666666,16.651041666666664,17
intérêt auto & moto,franc auto & moto,0.0017724950474403086,0.17708333333333331,16.651041666666664,17
condamner beauté & santé,humide beauté & santé,0.0017724950474403086,0.17,16.637448979591838,17
humide beauté & santé,condamner beauté & santé,0.0017724950474403086,0.17346938775510207,16.637448979591838,17
parent alimentation,près alimentation,0.0015639662183296842,0.1595744680851064,16.635638297872344,15
près alimentation,parent alimentation,0.0015639662183296842,0.1630434782608696,16.635638297872344,15
fort informatique,dimanche informatique,0.0014597018037743718,0.13861386138613863,16.618069306930696,14
dimanche informatique,fort informatique,0.0014597018037743718,0.17500000000000002,16.618069306930696,14
tel montres,marche montres,0.001876759461995621,0.18181818181818182,16.607792207792208,18
marche montres,tel montres,0.001876759461995621,0.17142857142857143,16.607792207792208,18
certain pet care,phrase pet care,0.001876759461995621,0.17647058823529413,16.593425605536332,18
phrase pet care,certain pet care,0.001876759461995621,0.17647058823529413,16.593425605536332,18
soleil chaussures,trente chaussures,0.0016682306328849963,0.15384615384615385,16.579083837510804,16
trente chaussures,soleil chaussures,0.0016682306328849963,0.1797752808988764,16.579083837510804,16
paquet alimentation,depuis alimentation,0.001146908560108435,0.14864864864864866,16.577781269641736,11
depuis alimentation,paquet alimentation,0.001146908560108435,0.12790697674418605,16.577781269641736,11
tendre informatique,tromper informatique,0.0015639662183296842,0.17441860465116282,16.562859774349533,15
tromper informatique,tendre informatique,0.0015639662183296842,0.14851485148514854,16.56285977434953,15
convenir maison & jardin,veille maison & jardin,0.0016682306328849963,0.14814814814814814,16.521963824289408,16
veille maison & jardin,convenir maison & jardin,0.0016682306328849963,0.18604651162790697,16.521963824289404,16
temps beauté & santé,partie beauté & santé,0.0012511729746637473,0.14634146341463417,16.512482065997133,12
partie beauté & santé,temps beauté & santé,0.0012511729746637473,0.1411764705882353,16.51248206599713,12
flot électronique,subir électronique,0.001146908560108435,0.14285714285714288,16.507745266781416,11
subir électronique,flot électronique,0.001146908560108435,0.13253012048192772,16.507745266781413,11
observer informatique,tendre informatique,0.0016682306328849963,0.1616161616161616,16.490006447453254,16
tendre informatique,observer informatique,0.0016682306328849963,0.1702127659574468,16.490006447453254,16
souhaiter beauté & santé,discussion beauté & santé,0.0017724950474403086,0.1650485436893204,16.489381067961165,17
discussion beauté & santé,souhaiter beauté & santé,0.0017724950474403086,0.17708333333333331,16.489381067961162,17
pauvre sacs & bagages,étranger sacs & bagages,0.001146908560108435,0.13924050632911392,16.48710736052508,11
étranger sacs & bagages,pauvre sacs & bagages,0.001146908560108435,0.13580246913580246,16.48710736052508,11
camarade gaming,matière gaming,0.0017724950474403086,0.18888888888888888,16.46939393939394,17
matière gaming,camarade gaming,0.0017724950474403086,0.15454545454545454,16.46939393939394,17
main sports & loisirs,absence sports & loisirs,0.0012511729746637473,0.13043478260869568,16.460526315789476,12
absence sports & loisirs,main sports & loisirs,0.0012511729746637473,0.15789473684210528,16.460526315789476,12
révolution alimentation,paquet alimentation,0.0010426441455531226,0.12658227848101264,16.406089633937732,10
paquet alimentation,révolution alimentation,0.0010426441455531226,0.13513513513513511,16.406089633937732,10
violence auto & moto,petit auto & moto,0.0015639662183296842,0.17441860465116282,16.400478796169633,15
petit auto & moto,violence auto & moto,0.0015639662183296842,0.14705882352941177,16.400478796169633,15
alors maison & jardin,silence maison & jardin,0.0012511729746637473,0.15384615384615385,16.394871794871793,12
silence maison & jardin,alors maison & jardin,0.0012511729746637473,0.13333333333333333,16.394871794871793,12
livrer sacs & bagages,heure sacs & bagages,0.0013554373892190595,0.1313131313131313,16.35615899252263,13
heure sacs & bagages,livrer sacs & bagages,0.0013554373892190595,0.16883116883116883,16.356158992522627,13
convenir maison & jardin,naturel maison & jardin,0.0016682306328849963,0.14814814814814814,16.33205619412516,16
naturel maison & jardin,convenir maison & jardin,0.0016682306328849963,0.1839080459770115,16.33205619412516,16
demeurer jouets & enfants,souhaiter jouets & enfants,0.0016682306328849963,0.1702127659574468,16.325106382978724,16
souhaiter jouets & enfants,demeurer jouets & enfants,0.0016682306328849963,0.16,16.325106382978724,16
visage maison & jardin,bon maison & jardin,0.0016682306328849963,0.16666666666666666,16.31122448979592,16
bon maison & jardin,visage maison & jardin,0.0016682306328849963,0.163265306122449,16.31122448979592,16
sur mode & vêtements,nouveau mode & vêtements,0.0014597018037743718,0.17500000000000002,16.295388349514564,14
nouveau mode & vêtements,sur mode & vêtements,0.0014597018037743718,0.13592233009708737,16.295388349514564,14
main sports & loisirs,exprimer sports & loisirs,0.0015639662183296842,0.1630434782608696,16.289062500000004,15
exprimer sports & loisirs,main sports & loisirs,0.0015639662183296842,0.15625,16.2890625,15
d'abord accessoires,extraordinaire accessoires,0.0013554373892190595,0.14942528735632182,16.28565830721003,13
extraordinaire accessoires,d'abord accessoires,0.0013554373892190595,0.1477272727272727,16.285658307210028,13
réalité jouets & enfants,aider jouets & enfants,0.0015639662183296842,0.1595744680851064,16.281688546853783,15
aider jouets & enfants,réalité jouets & enfants,0.0015639662183296842,0.1595744680851064,16.281688546853783,15
intérêt auto & moto,violence auto & moto,0.0014597018037743718,0.14583333333333331,16.263808139534884,14
violence auto & moto,intérêt auto & moto,0.0014597018037743718,0.16279069767441862,16.263808139534884,14
membre auto & moto,retirer auto & moto,0.0014597018037743718,0.14893617021276595,16.232350096711798,14
grain livres & médias,il livres & médias,0.0014597018037743718,0.1590909090909091,16.232350096711798,14
retirer auto & moto,membre auto & moto,0.0014597018037743718,0.1590909090909091,16.232350096711798,14
il livres & médias,grain livres & médias,0.0014597018037743718,0.14893617021276595,16.232350096711798,14
gris chaussettes & lingerie,malade chaussettes & lingerie,0.001981023876550933,0.1958762886597938,16.195254177035196,19
malade chaussettes & lingerie,gris chaussettes & lingerie,0.001981023876550933,0.16379310344827586,16.195254177035192,19
grain livres & médias,regretter livres & médias,0.0015639662183296842,0.17045454545454547,16.186431143114312,15
regretter livres & médias,grain livres & médias,0.0015639662183296842,0.14851485148514854,16.186431143114312,15
vêtement montres,place montres,0.0015639662183296842,0.1630434782608696,16.12113402061856,15
place montres,vêtement montres,0.0015639662183296842,0.15463917525773196,16.12113402061856,15
mourir chaussures,humain chaussures,0.0014597018037743718,0.14285714285714288,16.11932773109244,14
couper sports & loisirs,pas sports & loisirs,0.0014597018037743718,0.14285714285714288,16.11932773109244,14
personnage chaussettes & lingerie,toute chaussettes & lingerie,0.0013554373892190595,0.15294117647058822,16.119327731092437,13
seigneur alimentation,tellement alimentation,0.0013554373892190595,0.15294117647058822,16.119327731092437,13
pas sports & loisirs,couper sports & loisirs,0.0014597018037743718,0.16470588235294117,16.119327731092437,14
toute chaussettes & lingerie,personnage chaussettes & lingerie,0.0013554373892190595,0.14285714285714285,16.119327731092437,13
tellement alimentation,seigneur alimentation,0.0013554373892190595,0.14285714285714285,16.119327731092437,13
humain chaussures,mourir chaussures,0.0014597018037743718,0.16470588235294117,16.119327731092437,14
sommet art & crafts,faveur art & crafts,0.0013554373892190595,0.16455696202531644,16.104753293722553,13
faveur art & crafts,sommet art & crafts,0.0013554373892190595,0.1326530612244898,16.104753293722553,13
fixe sports & loisirs,guerre sports & loisirs,0.0016682306328849963,0.1553398058252427,16.020043845912934,16
guerre sports & loisirs,fixe sports & loisirs,0.0016682306328849963,0.17204301075268816,16.020043845912934,16
repas chaussures,unique chaussures,0.0016682306328849963,0.1553398058252427,16.020043845912934,16
unique chaussures,repas chaussures,0.0016682306328849963,0.17204301075268816,16.020043845912934,16
douter sports & loisirs,mauvais sports & loisirs,0.0012511729746637473,0.1518987341772152,16.009458895534845,12
mauvais sports & loisirs,douter sports & loisirs,0.0012511729746637473,0.13186813186813187,16.009458895534845,12
malade beauté & santé,encore beauté & santé,0.0013554373892190595,0.1368421052631579,16.005519897304236,13
encore beauté & santé,malade beauté & santé,0.0013554373892190595,0.15853658536585366,16.005519897304236,13
mettre informatique,vraiment informatique,0.0017724950474403086,0.18681318681318682,15.997547095761382,17
vraiment informatique,mettre informatique,0.0017724950474403086,0.15178571428571427,15.99754709576138,17
oiseau alimentation,précis alimentation,0.0012511729746637473,0.15000000000000002,15.985000000000001,12
précis alimentation,oiseau alimentation,0.0012511729746637473,0.13333333333333333,15.985000000000001,12
de électronique,environ électronique,0.0010426441455531226,0.125,15.985,10
extraordinaire accessoires,bataille accessoires,0.001146908560108435,0.125,15.985,11
bataille accessoires,extraordinaire accessoires,0.001146908560108435,0.14666666666666667,15.985,11
environ électronique,de électronique,0.0010426441455531226,0.1333333333333333,15.984999999999998,10
d'abord accessoires,jusque accessoires,0.0010426441455531226,0.11494252873563217,15.97701149425287,10
jusque accessoires,d'abord accessoires,0.0010426441455531226,0.14492753623188404,15.97701149425287,10
bon maison & jardin,fenêtre maison & jardin,0.0015639662183296842,0.15306122448979595,15.956632653061229,15
fenêtre maison & jardin,bon maison & jardin,0.0015639662183296842,0.1630434782608696,15.956632653061229,15
soi livres & médias,soumettre livres & médias,0.0013554373892190595,0.14130434782608695,15.944117647058823,13
soumettre livres & médias,soi livres & médias,0.0013554373892190595,0.15294117647058822,15.944117647058823,13
songer art & crafts,valeur art & crafts,0.0013554373892190595,0.16455696202531644,15.942079018028384,13
habiller mode & vêtements,combien mode & vêtements,0.0013554373892190595,0.16455696202531644,15.942079018028384,13
combien mode & vêtements,habiller mode & vêtements,0.0013554373892190595,0.1313131313131313,15.942079018028384,13
valeur art & crafts,songer art & crafts,0.0013554373892190595,0.1313131313131313,15.942079018028384,13
avec livres & médias,découvrir livres & médias,0.0012511729746637473,0.15789473684210528,15.940720221606652,12
absence sports & loisirs,soulever sports & loisirs,0.0012511729746637473,0.15789473684210528,15.940720221606652,12
soulever sports & loisirs,absence sports & loisirs,0.0012511729746637473,0.12631578947368421,15.940720221606648,12
découvrir livres & médias,avec livres & médias,0.0012511729746637473,0.12631578947368421,15.940720221606648,12
soutenir maison & jardin,veille maison & jardin,0.0014597018037743718,0.14285714285714288,15.931893687707644,14
veille maison & jardin,soutenir maison & jardin,0.0014597018037743718,0.16279069767441862,15.931893687707642,14
inspirer électronique,ailleurs électronique,0.0013554373892190595,0.14285714285714285,15.93189368770764,13
ailleurs électronique,inspirer électronique,0.0013554373892190595,0.1511627906976744,15.93189368770764,13
dégager accessoires,hiver accessoires,0.0012511729746637473,0.1411764705882353,15.92968858131488,12
hiver accessoires,dégager accessoires,0.0012511729746637473,0.1411764705882353,15.92968858131488,12
faveur art & crafts,tromper art & crafts,0.0013554373892190595,0.1326530612244898,15.903443877551023,13
tromper art & crafts,faveur art & crafts,0.0013554373892190595,0.1625,15.903443877551021,13
diriger auto & moto,toucher auto & moto,0.001146908560108435,0.1375,15.88870481927711,11
toucher auto & moto,diriger auto & moto,0.001146908560108435,0.13253012048192772,15.88870481927711,11
sourire maison & jardin,classe maison & jardin,0.0014597018037743718,0.15730337078651688,15.881017149615616,14
classe maison & jardin,sourire maison & jardin,0.0014597018037743718,0.1473684210526316,15.881017149615614,14
repousser bijoux,danger bijoux,0.0016682306328849963,0.18181818181818182,15.852892561983472,16
danger bijoux,repousser bijoux,0.0016682306328849963,0.14545454545454545,15.85289256198347,16
début chaussures,vif chaussures,0.0017724950474403086,0.17346938775510207,15.84518950437318,17
partie chaussettes & lingerie,détail chaussettes & lingerie,0.0017724950474403086,0.17346938775510207,15.84518950437318,17
détail chaussettes & lingerie,partie chaussettes & lingerie,0.0017724950474403086,0.16190476190476188,15.845189504373177,17
vif chaussures,début chaussures,0.0017724950474403086,0.16190476190476188,15.845189504373177,17
chute jouets & enfants,demeurer jouets & enfants,0.0013554373892190595,0.13541666666666666,15.838795731707316,13
demeurer jouets & enfants,chute jouets & enfants,0.0013554373892190595,0.15853658536585366,15.838795731707316,13
pareil mode & vêtements,fenêtre mode & vêtements,0.0012511729746637473,0.13043478260869568,15.835443037974686,12
fenêtre mode & vêtements,pareil mode & vêtements,0.0012511729746637473,0.1518987341772152,15.835443037974684,12
tu mode & vêtements,céder mode & vêtements,0.0013554373892190595,0.1368421052631579,15.812682308180092,13
céder mode & vêtements,tu mode & vêtements,0.0013554373892190595,0.1566265060240964,15.81268230818009,13
sol alimentation,parent alimentation,0.001146908560108435,0.15492957746478872,15.807761462391369,11
parent alimentation,sol alimentation,0.001146908560108435,0.11702127659574468,15.807761462391369,11
larme chaussettes & lingerie,personnage chaussettes & lingerie,0.0014597018037743718,0.14,15.79694117647059,14
puissance informatique,rencontrer informatique,0.0014597018037743718,0.14,15.79694117647059,14
compagnon téléphonie,travers téléphonie,0.0014597018037743718,0.14,15.79694117647059,14
rencontrer informatique,puissance informatique,0.0014597018037743718,0.16470588235294117,15.796941176470588,14
personnage chaussettes & lingerie,larme chaussettes & lingerie,0.0014597018037743718,0.16470588235294117,15.796941176470588,14
travers téléphonie,compagnon téléphonie,0.0014597018037743718,0.16470588235294117,15.796941176470588,14
