Item,Support,Count
PROD000136,0.010426441455531227,100
PROD000350,0.010426441455531227,100
PROD000353,0.010426441455531227,100
PROD000207,0.010426441455531227,100
PROD000164,0.010426441455531227,100
PROD000372,0.010426441455531227,100
PROD000469,0.010426441455531227,100
PROD000460,0.010322177040975915,99
PROD000048,0.010322177040975915,99
PROD000056,0.010322177040975915,99
PROD000410,0.010322177040975915,99
PROD000141,0.010322177040975915,99
PROD000179,0.010322177040975915,99
PROD000275,0.010322177040975915,99
PROD000308,0.010322177040975915,99
PROD000267,0.010322177040975915,99
PROD000317,0.010322177040975915,99
PROD000331,0.010322177040975915,99
PROD000345,0.010322177040975915,99
PROD000407,0.010322177040975915,99
PROD000390,0.010322177040975915,99
PROD000475,0.010217912626420602,98
PROD000482,0.010217912626420602,98
PROD000120,0.010217912626420602,98
PROD000162,0.010217912626420602,98
PROD000314,0.010217912626420602,98
PROD000082,0.010217912626420602,98
PROD000369,0.010217912626420602,98
PROD000368,0.010217912626420602,98
PROD000061,0.010217912626420602,98
PROD000123,0.010217912626420602,98
PROD000417,0.010217912626420602,98
PROD000305,0.010217912626420602,98
PROD000260,0.010217912626420602,98
PROD000286,0.010217912626420602,98
PROD000256,0.010217912626420602,98
PROD000104,0.010217912626420602,98
PROD000237,0.010217912626420602,98
PROD000210,0.010217912626420602,98
PROD000208,0.010217912626420602,98
PROD000204,0.010217912626420602,98
PROD000371,0.01011364821186529,97
PROD000216,0.01011364821186529,97
PROD000202,0.01011364821186529,97
PROD000119,0.01011364821186529,97
PROD000198,0.01011364821186529,97
PROD000271,0.01011364821186529,97
PROD000269,0.01011364821186529,97
PROD000067,0.01011364821186529,97
PROD000464,0.01011364821186529,97
PROD000324,0.01011364821186529,97
PROD000364,0.01011364821186529,97
PROD000388,0.01011364821186529,97
PROD000346,0.01011364821186529,97
PROD000077,0.010009383797309979,96
PROD000074,0.010009383797309979,96
PROD000094,0.010009383797309979,96
PROD000091,0.010009383797309979,96
PROD000020,0.010009383797309979,96
PROD000443,0.010009383797309979,96
PROD000156,0.010009383797309979,96
PROD000429,0.010009383797309979,96
PROD000342,0.010009383797309979,96
PROD000178,0.010009383797309979,96
PROD000110,0.010009383797309979,96
PROD000403,0.010009383797309979,96
PROD000132,0.010009383797309979,96
PROD000189,0.010009383797309979,96
PROD000167,0.010009383797309979,96
PROD000170,0.010009383797309979,96
PROD000096,0.010009383797309979,96
PROD000488,0.010009383797309979,96
PROD000250,0.009905119382754665,95
PROD000365,0.009905119382754665,95
PROD000392,0.009905119382754665,95
PROD000057,0.009905119382754665,95
PROD000038,0.009905119382754665,95
PROD000384,0.009905119382754665,95
PROD000145,0.009905119382754665,95
PROD000125,0.009905119382754665,95
PROD000163,0.009905119382754665,95
PROD000272,0.009905119382754665,95
PROD000081,0.009905119382754665,95
PROD000084,0.009905119382754665,95
PROD000199,0.009905119382754665,95
PROD000183,0.009905119382754665,95
PROD000043,0.009905119382754665,95
PROD000294,0.009800854968199353,94
PROD000022,0.009800854968199353,94
PROD000003,0.009800854968199353,94
PROD000027,0.009800854968199353,94
PROD000176,0.009800854968199353,94
PROD000166,0.009800854968199353,94
PROD000285,0.009800854968199353,94
PROD000157,0.009800854968199353,94
PROD000236,0.009800854968199353,94
PROD000485,0.009800854968199353,94
PROD000186,0.009800854968199353,94
PROD000259,0.009800854968199353,94
PROD000227,0.009800854968199353,94
PROD000383,0.009800854968199353,94
PROD000377,0.009800854968199353,94
PROD000159,0.009800854968199353,94
PROD000209,0.009800854968199353,94
PROD000122,0.009800854968199353,94
PROD000203,0.009800854968199353,94
PROD000194,0.009800854968199353,94
PROD000441,0.009800854968199353,94
PROD000495,0.009800854968199353,94
PROD000131,0.009800854968199353,94
PROD000191,0.009800854968199353,94
PROD000448,0.009800854968199353,94
PROD000070,0.009800854968199353,94
PROD000445,0.009800854968199353,94
PROD000087,0.009800854968199353,94
PROD000330,0.009800854968199353,94
PROD000130,0.009800854968199353,94
PROD000233,0.009696590553644042,93
PROD000387,0.009696590553644042,93
PROD000328,0.009696590553644042,93
PROD000288,0.009696590553644042,93
PROD000491,0.009696590553644042,93
PROD000098,0.009696590553644042,93
PROD000126,0.009696590553644042,93
PROD000351,0.009696590553644042,93
PROD000446,0.009696590553644042,93
PROD000058,0.009696590553644042,93
PROD000111,0.009696590553644042,93
PROD000213,0.009696590553644042,93
PROD000160,0.009696590553644042,93
PROD000039,0.009696590553644042,93
PROD000046,0.009696590553644042,93
PROD000473,0.009696590553644042,93
PROD000214,0.009696590553644042,93
PROD000028,0.009696590553644042,93
PROD000401,0.009696590553644042,93
PROD000102,0.009696590553644042,93
PROD000019,0.009592326139088728,92
PROD000137,0.009592326139088728,92
PROD000195,0.009592326139088728,92
PROD000042,0.009592326139088728,92
PROD000063,0.009592326139088728,92
PROD000099,0.009592326139088728,92
PROD000090,0.009592326139088728,92
PROD000307,0.009592326139088728,92
PROD000124,0.009592326139088728,92
PROD000338,0.009592326139088728,92
PROD000360,0.009592326139088728,92
PROD000363,0.009592326139088728,92
PROD000355,0.009592326139088728,92
PROD000414,0.009592326139088728,92
PROD000396,0.009592326139088728,92
PROD000439,0.009592326139088728,92
PROD000045,0.009592326139088728,92
PROD000389,0.009592326139088728,92
PROD000220,0.009592326139088728,92
PROD000348,0.009592326139088728,92
PROD000011,0.009488061724533417,91
PROD000113,0.009488061724533417,91
PROD000362,0.009488061724533417,91
PROD000391,0.009488061724533417,91
PROD000412,0.009488061724533417,91
PROD000228,0.009488061724533417,91
PROD000327,0.009488061724533417,91
PROD000264,0.009488061724533417,91
PROD000173,0.009488061724533417,91
PROD000165,0.009488061724533417,91
PROD000188,0.009488061724533417,91
PROD000278,0.009488061724533417,91
PROD000319,0.009488061724533417,91
PROD000086,0.009488061724533417,91
PROD000304,0.009488061724533417,91
PROD000297,0.009488061724533417,91
PROD000014,0.009488061724533417,91
PROD000023,0.009383797309978105,90
PROD000490,0.009383797309978105,90
PROD000293,0.009383797309978105,90
PROD000296,0.009383797309978105,90
PROD000190,0.009383797309978105,90
PROD000097,0.009383797309978105,90
PROD000088,0.009383797309978105,90
PROD000452,0.009383797309978105,90
PROD000243,0.009383797309978105,90
PROD000107,0.009383797309978105,90
PROD000422,0.009383797309978105,90
PROD000432,0.009383797309978105,90
PROD000050,0.009383797309978105,90
PROD000467,0.009383797309978105,90
PROD000103,0.009383797309978105,90
PROD000287,0.009279532895422792,89
PROD000409,0.009279532895422792,89
PROD000201,0.009279532895422792,89
PROD000181,0.009279532895422792,89
PROD000292,0.009279532895422792,89
PROD000171,0.009279532895422792,89
PROD000053,0.009279532895422792,89
PROD000218,0.009279532895422792,89
PROD000222,0.009279532895422792,89
PROD000463,0.009279532895422792,89
PROD000430,0.009279532895422792,89
PROD000266,0.009279532895422792,89
PROD000105,0.009279532895422792,89
PROD000352,0.009279532895422792,89
PROD000127,0.009279532895422792,89
PROD000095,0.00917526848086748,88
PROD000128,0.00917526848086748,88
PROD000458,0.00917526848086748,88
PROD000289,0.00917526848086748,88
PROD000313,0.00917526848086748,88
PROD000426,0.00917526848086748,88
PROD000225,0.00917526848086748,88
PROD000012,0.00917526848086748,88
PROD000415,0.00917526848086748,88
PROD000468,0.00917526848086748,88
PROD000344,0.00917526848086748,88
PROD000134,0.00917526848086748,88
PROD000356,0.00917526848086748,88
PROD000347,0.00917526848086748,88
PROD000245,0.00917526848086748,88
PROD000231,0.00917526848086748,88
PROD000265,0.00917526848086748,88
PROD000065,0.00917526848086748,88
PROD000261,0.00917526848086748,88
PROD000433,0.00917526848086748,88
PROD000121,0.009071004066312168,87
PROD000394,0.009071004066312168,87
PROD000238,0.009071004066312168,87
PROD000334,0.009071004066312168,87
PROD000115,0.009071004066312168,87
PROD000462,0.009071004066312168,87
PROD000142,0.009071004066312168,87
PROD000386,0.009071004066312168,87
PROD000486,0.009071004066312168,87
PROD000291,0.008966739651756855,86
PROD000290,0.008966739651756855,86
PROD000192,0.008966739651756855,86
PROD000021,0.008966739651756855,86
PROD000108,0.008966739651756855,86
PROD000333,0.008966739651756855,86
PROD000252,0.008966739651756855,86
PROD000005,0.008966739651756855,86
PROD000477,0.008966739651756855,86
PROD000427,0.008966739651756855,86
PROD000418,0.008966739651756855,86
PROD000378,0.008966739651756855,86
PROD000146,0.008862475237201543,85
PROD000092,0.008862475237201543,85
PROD000279,0.008862475237201543,85
PROD000247,0.008862475237201543,85
PROD000062,0.008862475237201543,85
PROD000381,0.008862475237201543,85
PROD000242,0.008862475237201543,85
PROD000373,0.008862475237201543,85
PROD000117,0.008862475237201543,85
PROD000434,0.008862475237201543,85
PROD000217,0.008862475237201543,85
PROD000395,0.008862475237201543,85
PROD000374,0.008862475237201543,85
PROD000254,0.008862475237201543,85
PROD000200,0.008862475237201543,85
PROD000472,0.008862475237201543,85
PROD000274,0.008758210822646231,84
PROD000326,0.008758210822646231,84
PROD000240,0.008758210822646231,84
PROD000041,0.008758210822646231,84
PROD000380,0.008758210822646231,84
PROD000180,0.008758210822646231,84
PROD000416,0.008758210822646231,84
PROD000361,0.008758210822646231,84
PROD000232,0.008758210822646231,84
PROD000185,0.008758210822646231,84
PROD000002,0.008653946408090918,83
PROD000101,0.008653946408090918,83
PROD000034,0.008653946408090918,83
PROD000440,0.008653946408090918,83
PROD000442,0.008653946408090918,83
PROD000187,0.008653946408090918,83
PROD000431,0.008653946408090918,83
PROD000064,0.008653946408090918,83
PROD000343,0.008653946408090918,83
PROD000154,0.008549681993535606,82
PROD000066,0.008549681993535606,82
PROD000007,0.008549681993535606,82
PROD000073,0.008549681993535606,82
PROD000152,0.008549681993535606,82
PROD000112,0.008445417578980294,81
PROD000230,0.008445417578980294,81
PROD000399,0.008445417578980294,81
PROD000184,0.008445417578980294,81
PROD000018,0.008445417578980294,81
PROD000015,0.008445417578980294,81
PROD000385,0.008445417578980294,81
PROD000221,0.008445417578980294,81
PROD000037,0.008445417578980294,81
PROD000408,0.008445417578980294,81
PROD000017,0.008341153164424981,80
PROD000420,0.008341153164424981,80
PROD000033,0.008341153164424981,80
PROD000437,0.008341153164424981,80
PROD000049,0.008341153164424981,80
PROD000470,0.008341153164424981,80
PROD000251,0.008341153164424981,80
PROD000025,0.008341153164424981,80
PROD000024,0.008341153164424981,80
PROD000151,0.008341153164424981,80
PROD000155,0.008341153164424981,80
PROD000253,0.008341153164424981,80
PROD000182,0.008341153164424981,80
PROD000423,0.00823688874986967,79
PROD000093,0.00823688874986967,79
PROD000193,0.00823688874986967,79
PROD000032,0.00823688874986967,79
PROD000248,0.00823688874986967,79
PROD000397,0.00823688874986967,79
PROD000241,0.00823688874986967,79
PROD000404,0.00823688874986967,79
PROD000411,0.00823688874986967,79
PROD000008,0.00823688874986967,79
PROD000040,0.00823688874986967,79
PROD000425,0.00823688874986967,79
PROD000010,0.008132624335314358,78
PROD000106,0.008132624335314358,78
PROD000421,0.008132624335314358,78
PROD000413,0.008028359920759044,77
PROD000379,0.008028359920759044,77
PROD000013,0.008028359920759044,77
PROD000400,0.008028359920759044,77
PROD000016,0.007924095506203733,76
PROD000079,0.007924095506203733,76
PROD000076,0.007924095506203733,76
PROD000150,0.007924095506203733,76
PROD000235,0.00781983109164842,75
PROD000009,0.00781983109164842,75
PROD000197,0.007715566677093108,74
PROD000047,0.007715566677093108,74
PROD000402,0.007715566677093108,74
PROD000340,0.007715566677093108,74
PROD000419,0.007715566677093108,74
PROD000405,0.007611302262537796,73
PROD000135,0.007402773433427171,71
PROD000196,0.007402773433427171,71
PROD000493,0.007298509018871859,70
PROD000177,0.007194244604316547,69
PROD000226,0.007194244604316547,69
